,0,1
612,2018-10-03 03:00:00,0
613,2018-10-03 03:05:00,0
614,2018-10-03 03:10:00,0
615,2018-10-03 03:15:00,0
616,2018-10-03 03:20:00,0
617,2018-10-03 03:25:00,0
618,2018-10-03 03:30:00,0
619,2018-10-03 03:35:00,0
620,2018-10-03 03:40:00,0
621,2018-10-03 03:45:00,0
622,2018-10-03 03:50:00,0
623,2018-10-03 03:55:00,0
624,2018-10-03 04:00:00,0
625,2018-10-03 04:05:00,0
626,2018-10-03 04:10:00,0
627,2018-10-03 04:15:00,0
628,2018-10-03 04:20:00,0
629,2018-10-03 04:25:00,0
630,2018-10-03 04:30:00,0
631,2018-10-03 04:35:00,0
632,2018-10-03 04:40:00,0
633,2018-10-03 04:45:00,0
634,2018-10-03 04:50:00,0
635,2018-10-03 04:55:00,0
636,2018-10-03 05:00:00,0
637,2018-10-03 05:05:00,0
638,2018-10-03 05:10:00,0
639,2018-10-03 05:15:00,0
640,2018-10-03 05:20:00,0
641,2018-10-03 05:25:00,0
642,2018-10-03 05:30:00,0
643,2018-10-03 05:35:00,0
644,2018-10-03 05:40:00,0
645,2018-10-03 05:45:00,0
646,2018-10-03 05:50:00,0
647,2018-10-03 05:55:00,0
648,2018-10-03 06:00:00,0
649,2018-10-03 06:05:00,0
650,2018-10-03 06:10:00,0
651,2018-10-03 06:15:00,0
652,2018-10-03 06:20:00,0
653,2018-10-03 06:25:00,0
654,2018-10-03 06:30:00,0
655,2018-10-03 06:35:00,0
656,2018-10-03 06:40:00,0
657,2018-10-03 06:45:00,0
658,2018-10-03 06:50:00,0
659,2018-10-03 06:55:00,0
660,2018-10-03 07:00:00,0
661,2018-10-03 07:05:00,0
662,2018-10-03 07:10:00,0
663,2018-10-03 07:15:00,0
664,2018-10-03 07:20:00,0
665,2018-10-03 07:25:00,0
666,2018-10-03 07:30:00,0
667,2018-10-03 07:35:00,0
668,2018-10-03 07:40:00,0
669,2018-10-03 07:45:00,0
670,2018-10-03 07:50:00,0
671,2018-10-03 07:55:00,0
672,2018-10-03 08:00:00,0
673,2018-10-03 08:05:00,0
674,2018-10-03 08:10:00,0
675,2018-10-03 08:15:00,0
676,2018-10-03 08:20:00,0
677,2018-10-03 08:25:00,0
678,2018-10-03 08:30:00,0
679,2018-10-03 08:35:00,0
680,2018-10-03 08:40:00,0
681,2018-10-03 08:45:00,0
682,2018-10-03 08:50:00,0
683,2018-10-03 08:55:00,0
684,2018-10-03 09:00:00,0
685,2018-10-03 09:05:00,0
686,2018-10-03 09:10:00,0
687,2018-10-03 09:15:00,0
688,2018-10-03 09:20:00,0
689,2018-10-03 09:25:00,0
690,2018-10-03 09:30:00,0
691,2018-10-03 09:35:00,0
692,2018-10-03 09:40:00,0
693,2018-10-03 09:45:00,0
694,2018-10-03 09:50:00,0
695,2018-10-03 09:55:00,0
696,2018-10-03 10:00:00,0
697,2018-10-03 10:05:00,0
698,2018-10-03 10:10:00,0
699,2018-10-03 10:15:00,0
700,2018-10-03 10:20:00,0
701,2018-10-03 10:25:00,0
702,2018-10-03 10:30:00,0
703,2018-10-03 10:35:00,0
704,2018-10-03 10:40:00,0
705,2018-10-03 10:45:00,0
706,2018-10-03 10:50:00,0
707,2018-10-03 10:55:00,0
708,2018-10-03 11:00:00,0
709,2018-10-03 11:05:00,0
710,2018-10-03 11:10:00,0
711,2018-10-03 11:15:00,0
712,2018-10-03 11:20:00,0
713,2018-10-03 11:25:00,0
714,2018-10-03 11:30:00,0
715,2018-10-03 11:35:00,0
716,2018-10-03 11:40:00,0
717,2018-10-03 11:45:00,0
718,2018-10-03 11:50:00,0
719,2018-10-03 11:55:00,0
720,2018-10-03 12:00:00,0
721,2018-10-03 12:05:00,0
722,2018-10-03 12:10:00,0
723,2018-10-03 12:15:00,0
724,2018-10-03 12:20:00,0
725,2018-10-03 12:25:00,0
726,2018-10-03 12:30:00,0
727,2018-10-03 12:35:00,0
728,2018-10-03 12:40:00,0
729,2018-10-03 12:45:00,0
730,2018-10-03 12:50:00,0
731,2018-10-03 12:55:00,0
732,2018-10-03 13:00:00,0
733,2018-10-03 13:05:00,0
734,2018-10-03 13:10:00,0
735,2018-10-03 13:15:00,0
736,2018-10-03 13:20:00,0
737,2018-10-03 13:25:00,0
738,2018-10-03 13:30:00,0
739,2018-10-03 13:35:00,0
740,2018-10-03 13:40:00,0
741,2018-10-03 13:45:00,0
742,2018-10-03 13:50:00,0
743,2018-10-03 13:55:00,3
744,2018-10-03 14:00:00,3
745,2018-10-03 14:05:00,3
